ENSG00000267419_rna
 ENSG00000268364_rna 
 ENSG00000268366_rna 
 ENSG00000268379_rna 
 ENSG00000268388_rna 
 ENSG00000268403_rna 
 ENSG00000268416_rna 
 ENSG00000268439_rna 
 ENSG00000268442_rna 
 ENSG00000268460_rna 
 ENSG00000268471_rna 
 ENSG00000268505_rna 
 ENSG00000268516_rna 
 ENSG00000268521_rna 
 ENSG00000268543_rna 
 ENSG00000268555_rna 
 ENSG00000268560_rna 
 ENSG00000268568_rna 
 ENSG00000268573_rna 
 ENSG00000268575_rna 
 ENSG00000268584_rna 
 ENSG00000268592_rna 
 ENSG00000268601_rna 
 ENSG00000268603_rna 
 ENSG00000268621_rna 
 ENSG00000268628_rna 
 ENSG00000268649_rna 
 ENSG00000268655_rna 
 ENSG00000268658_rna 
 ENSG00000268673_rna 
 ENSG00000268678_rna 
 ENSG00000268686_rna 
 ENSG00000268707_rna 
 ENSG00000268713_rna 
 ENSG00000268734_rna 
 ENSG00000268744_rna 
 ENSG00000268750_rna 
 ENSG00000268751_rna 
 ENSG00000268756_rna 
 ENSG00000268758_rna 
 ENSG00000268798_rna 
 ENSG00000268812_rna 
 ENSG00000268836_rna 
 ENSG00000268858_rna 
 ENSG00000268864_rna 
 ENSG00000268869_rna 
 ENSG00000268879_rna 
 ENSG00000268895_rna 
 ENSG00000268902_rna 
 ENSG00000268903_rna 
 ENSG00000268912_rna 
 ENSG00000268916_rna 
 ENSG00000268938_rna 
 ENSG00000268941_rna 
 ENSG00000268945_rna 
 ENSG00000268947_rna 
 ENSG00000268949_rna 
 ENSG00000268964_rna 
 ENSG00000268970_rna 
 ENSG00000268996_rna 
 ENSG00000269001_rna 
 ENSG00000269019_rna 
 ENSG00000269028_rna 
 ENSG00000269038_rna 
 ENSG00000269044_rna 
 ENSG00000269054_rna 
 ENSG00000269069_rna 
 ENSG00000269086_rna 
 ENSG00000269097_rna 
 ENSG00000269113_rna 
 ENSG00000269138_rna 
 ENSG00000269148_rna 
 ENSG00000269155_rna 
 ENSG00000269161_rna 
 ENSG00000269176_rna 
 ENSG00000269186_rna 
 ENSG00000269190_rna 
 ENSG00000269194_rna 
 ENSG00000269210_rna 
 ENSG00000269220_rna 
 ENSG00000269235_rna 
 ENSG00000269242_rna 
 ENSG00000269246_rna 
 ENSG00000269275_rna 
 ENSG00000269289_rna 
 ENSG00000269293_rna 
 ENSG00000269313_rna 
 ENSG00000269318_rna 
 ENSG00000269335_rna 
 ENSG00000269343_rna 
 ENSG00000269345_rna 
 ENSG00000269352_rna 
 ENSG00000269356_rna 
 ENSG00000269373_rna 
 ENSG00000269374_rna 
 ENSG00000269376_rna 
 ENSG00000269378_rna 
 ENSG00000269386_rna 
 ENSG00000269388_rna 
 ENSG00000269397_rna 
 ENSG00000269399_rna 
 ENSG00000269404_rna 
 ENSG00000269416_rna 
 ENSG00000269421_rna 
 ENSG00000269427_rna 
 ENSG00000269439_rna 
 ENSG00000269463_rna 
 ENSG00000269473_rna 
 ENSG00000269481_rna 
 ENSG00000269486_rna 
 ENSG00000269514_rna 
 ENSG00000269516_rna 
 ENSG00000269526_rna 
 ENSG00000269556_rna 
 ENSG00000269559_rna 
 ENSG00000269586_rna 
 ENSG00000269609_rna 
 ENSG00000269646_rna 
 ENSG00000269680_rna 
 ENSG00000269688_rna 
 ENSG00000269693_rna 
 ENSG00000269696_rna 
 ENSG00000269713_rna 
 ENSG00000269720_rna 
 ENSG00000269729_rna 
 ENSG00000269737_rna 
 ENSG00000269741_rna 
 ENSG00000269743_rna 
 ENSG00000269745_rna 
 ENSG00000269779_rna 
 ENSG00000269793_rna 
 ENSG00000269814_rna 
 ENSG00000269815_rna 
 ENSG00000269821_rna 
 ENSG00000269825_rna 
 ENSG00000269834_rna 
 ENSG00000269837_rna 
 ENSG00000269842_rna 
 ENSG00000269843_rna 
 ENSG00000269855_rna 
 ENSG00000269858_rna 
 ENSG00000269867_rna 
 ENSG00000269887_rna 
 ENSG00000269888_rna 
 ENSG00000269889_rna 
 ENSG00000269890_rna 
 ENSG00000269892_rna 
 ENSG00000269893_rna 
 ENSG00000269894_rna 
 ENSG00000269896_rna 
 ENSG00000269899_rna 
 ENSG00000269903_rna 
 ENSG00000269906_rna 
 ENSG00000269910_rna 
 ENSG00000269915_rna 
 ENSG00000269918_rna 
 ENSG00000269919_rna 
 ENSG00000269924_rna 
 ENSG00000269925_rna 
 ENSG00000269927_rna 
 ENSG00000269929_rna 
 ENSG00000269940_rna 
 ENSG00000269946_rna 
 ENSG00000269947_rna 
 ENSG00000269949_rna 
 ENSG00000269951_rna 
 ENSG00000269952_rna 
 ENSG00000269956_rna 
 ENSG00000269958_rna 
 ENSG00000269959_rna 
 ENSG00000269961_rna 
 ENSG00000269964_rna 
 ENSG00000269970_rna 
 ENSG00000269973_rna 
 ENSG00000269974_rna 
 ENSG00000269976_rna 
 ENSG00000269978_rna 
 ENSG00000269981_rna 
 ENSG00000269982_rna 
 ENSG00000269984_rna 
 ENSG00000269985_rna 
 ENSG00000269986_rna 
 ENSG00000269989_rna 
 ENSG00000269994_rna 
 ENSG00000270000_rna 
 ENSG00000270001_rna 
 ENSG00000270006_rna 
 ENSG00000270011_rna 
 ENSG00000270012_rna 
 ENSG00000270015_rna 
 ENSG00000270020_rna 
 ENSG00000270021_rna 
 ENSG00000270028_rna 
 ENSG00000270035_rna 
 ENSG00000270038_rna 
 ENSG00000270039_rna 
 ENSG00000270049_rna 
 ENSG00000270055_rna 
 ENSG00000270058_rna 
 ENSG00000270060_rna 
 ENSG00000270062_rna 
 ENSG00000270067_rna 
 ENSG00000270069_rna 
 ENSG00000270076_rna 
 ENSG00000270083_rna 
 ENSG00000270084_rna 
 ENSG00000270091_rna 
 ENSG00000270108_rna 
 ENSG00000270115_rna 
 ENSG00000270127_rna 
 ENSG00000270147_rna 
 ENSG00000270149_rna 
 ENSG00000270157_rna 
 ENSG00000270164_rna 
 ENSG00000270170_rna 
 ENSG00000270175_rna 
 ENSG00000270177_rna 
 ENSG00000270179_rna 
 ENSG00000270184_rna 
 ENSG00000270194_rna 
 ENSG00000270195_rna 
 ENSG00000270210_rna 
 ENSG00000270225_rna 
 ENSG00000270228_rna 
 ENSG00000270231_rna 
 ENSG00000270240_rna 
 ENSG00000270244_rna 
 ENSG00000270277_rna 
 ENSG00000270307_rna 
 ENSG00000270332_rna 
 ENSG00000270344_rna 
 ENSG00000270362_rna 
 ENSG00000270372_rna 
 ENSG00000270379_rna 
 ENSG00000270388_rna 
 ENSG00000270412_rna 
 ENSG00000270419_rna 
 ENSG00000270426_rna 
 ENSG00000270427_rna 
 ENSG00000270432_rna 
 ENSG00000270441_rna 
 ENSG00000270460_rna 
 ENSG00000270472_rna 
 ENSG00000270482_rna 
 ENSG00000270503_rna 
 ENSG00000270504_rna 
 ENSG00000270547_rna 
 ENSG00000270550_rna 
 ENSG00000270557_rna 
 ENSG00000270558_rna 
 ENSG00000270562_rna 
 ENSG00000270571_rna 
 ENSG00000270574_rna 
 ENSG00000270580_rna 
 ENSG00000270587_rna 
 ENSG00000270589_rna 
 ENSG00000270604_rna 
 ENSG00000270605_rna 
 ENSG00000270607_rna 
 ENSG00000270629_rna 
 ENSG00000270638_rna 
 ENSG00000270640_rna 
 ENSG00000270641_rna 
 ENSG00000270647_rna 
 ENSG00000270659_rna 
 ENSG00000270673_rna 
 ENSG00000270681_rna 
 ENSG00000270696_rna 
 ENSG00000270716_rna 
 ENSG00000270720_rna 
 ENSG00000270726_rna 
 ENSG00000270728_rna 
 ENSG00000270761_rna 
 ENSG00000270765_rna 
 ENSG00000270804_rna 
 ENSG00000270806_rna 
 ENSG00000270816_rna 
 ENSG00000270820_rna 
 ENSG00000270871_rna 
 ENSG00000270872_rna 
 ENSG00000270882_rna 
 ENSG00000270885_rna 
 ENSG00000270890_rna 
 ENSG00000270906_rna 
 ENSG00000270933_rna 
 ENSG00000270948_rna 
 ENSG00000270953_rna 
 ENSG00000270956_rna 
 ENSG00000270959_rna 
 ENSG00000270964_rna 
 ENSG00000270977_rna 
 ENSG00000271009_rna 
 ENSG00000271013_rna 
 ENSG00000271020_rna 
 ENSG00000271032_rna 
 ENSG00000271079_rna 
 ENSG00000271092_rna 
 ENSG00000271109_rna 
 ENSG00000271119_rna 
 ENSG00000271122_rna 
 ENSG00000271130_rna 
 ENSG00000271133_rna 
 ENSG00000271134_rna 
 ENSG00000271147_rna 
 ENSG00000271151_rna 
 ENSG00000271155_rna 
 ENSG00000271178_rna 
 ENSG00000271218_rna 
 ENSG00000271228_rna 
 ENSG00000271259_rna 
 ENSG00000271270_rna 
 ENSG00000271303_rna 
 ENSG00000271314_rna 
 ENSG00000271324_rna 
 ENSG00000271327_rna 
 ENSG00000271335_rna 
 ENSG00000271344_rna 
 ENSG00000271347_rna 
 ENSG00000271366_rna 
 ENSG00000271369_rna 
 ENSG00000271375_rna 
 ENSG00000271380_rna 
 ENSG00000271383_rna 
 ENSG00000271387_rna 
 ENSG00000271392_rna 
 ENSG00000271394_rna 
 ENSG00000271420_rna 
 ENSG00000271425_rna 
 ENSG00000271427_rna 
 ENSG00000271447_rna 
 ENSG00000271452_rna 
 ENSG00000271474_rna 
 ENSG00000271503_rna 
 ENSG00000271524_rna 
 ENSG00000271533_rna 
 ENSG00000271550_rna 
 ENSG00000271551_rna 
 ENSG00000271553_rna 
 ENSG00000271569_rna 
 ENSG00000271576_rna 
 ENSG00000271579_rna 
 ENSG00000271581_rna 
 ENSG00000271584_rna 
 ENSG00000271601_rna 
 ENSG00000271605_rna 
 ENSG00000271614_rna 
 ENSG00000271631_rna 
 ENSG00000271643_rna 
 ENSG00000271646_rna 
 ENSG00000271659_rna 
 ENSG00000271662_rna 
 ENSG00000271664_rna 
 ENSG00000271714_rna 
 ENSG00000271730_rna 
 ENSG00000271737_rna 
 ENSG00000271754_rna 
 ENSG00000271755_rna 
 ENSG00000271763_rna 
 ENSG00000271778_rna 
 ENSG00000271780_rna 
 ENSG00000271781_rna 
 ENSG00000271784_rna 
 ENSG00000271788_rna 
 ENSG00000271789_rna 
 ENSG00000271795_rna 
 ENSG00000271797_rna 
 ENSG00000271811_rna 
 ENSG00000271816_rna 
 ENSG00000271824_rna 
 ENSG00000271826_rna 
 ENSG00000271828_rna 
 ENSG00000271830_rna 
 ENSG00000271833_rna 
 ENSG00000271840_rna 
 ENSG00000271843_rna 
 ENSG00000271851_rna 
 ENSG00000271855_rna 
 ENSG00000271856_rna 
 ENSG00000271857_rna 
 ENSG00000271858_rna 
 ENSG00000271862_rna 
 ENSG00000271868_rna 
 ENSG00000271869_rna 
 ENSG00000271870_rna 
 ENSG00000271880_rna 
 ENSG00000271882_rna 
 ENSG00000271888_rna 
 ENSG00000271895_rna 
 ENSG00000271913_rna 
 ENSG00000271914_rna 
 ENSG00000271918_rna 
 ENSG00000271930_rna 
 ENSG00000271933_rna 
 ENSG00000271936_rna 
 ENSG00000271941_rna 
 ENSG00000271947_rna 
 ENSG00000271959_rna 
 ENSG00000271964_rna 
 ENSG00000271966_rna 
 ENSG00000271967_rna 
 ENSG00000271969_rna 
 ENSG00000271971_rna 
 ENSG00000271976_rna 
 ENSG00000271978_rna 
 ENSG00000271980_rna 
 ENSG00000271983_rna 
 ENSG00000271993_rna 
 ENSG00000272008_rna 
 ENSG00000272009_rna 
 ENSG00000272010_rna 
 ENSG00000272017_rna 
 ENSG00000272024_rna 
 ENSG00000272030_rna 
 ENSG00000272031_rna 
 ENSG00000272034_rna 
 ENSG00000272037_rna 
 ENSG00000272040_rna 
 ENSG00000272046_rna 
 ENSG00000272047_rna 
 ENSG00000272053_rna 
 ENSG00000272054_rna 
 ENSG00000272068_rna 
 ENSG00000272070_rna 
 ENSG00000272072_rna 
 ENSG00000272077_rna 
 ENSG00000272078_rna 
 ENSG00000272079_rna 
 ENSG00000272081_rna 
 ENSG00000272084_rna 
 ENSG00000272086_rna 
 ENSG00000272087_rna 
 ENSG00000272088_rna 
 ENSG00000272092_rna 
 ENSG00000272097_rna 
 ENSG00000272100_rna 
 ENSG00000272102_rna 
 ENSG00000272106_rna 
 ENSG00000272108_rna 
 ENSG00000272112_rna 
 ENSG00000272115_rna 
 ENSG00000272121_rna 
 ENSG00000272128_rna 
 ENSG00000272129_rna 
 ENSG00000272138_rna 
 ENSG00000272140_rna 
 ENSG00000272141_rna 
 ENSG00000272142_rna 
 ENSG00000272143_rna 
 ENSG00000272144_rna 
 ENSG00000272145_rna 
 ENSG00000272146_rna 
 ENSG00000272148_rna 
 ENSG00000272150_rna 
 ENSG00000272153_rna 
 ENSG00000272155_rna 
 ENSG00000272156_rna 
 ENSG00000272163_rna 
 ENSG00000272168_rna 
 ENSG00000272170_rna 
 ENSG00000272172_rna 
 ENSG00000272173_rna 
 ENSG00000272182_rna 
 ENSG00000272183_rna 
 ENSG00000272189_rna 
 ENSG00000272195_rna 
 ENSG00000272205_rna 
 ENSG00000272217_rna 
 ENSG00000272221_rna 
 ENSG00000272223_rna 
 ENSG00000272240_rna 
 ENSG00000272263_rna 
 ENSG00000272264_rna 
 ENSG00000272267_rna 
 ENSG00000272269_rna 
 ENSG00000272273_rna 
 ENSG00000272275_rna 
 ENSG00000272277_rna 
 ENSG00000272279_rna 
 ENSG00000272282_rna 
 ENSG00000272288_rna 
 ENSG00000272293_rna 
 ENSG00000272301_rna 
 ENSG00000272305_rna 
 ENSG00000272308_rna 
 ENSG00000272316_rna 
 ENSG00000272320_rna 
 ENSG00000272323_rna 
 ENSG00000272325_rna 
 ENSG00000272328_rna 
 ENSG00000272330_rna 
 ENSG00000272333_rna 
 ENSG00000272335_rna 
 ENSG00000272338_rna 
 ENSG00000272341_rna 
 ENSG00000272343_rna 
 ENSG00000272345_rna 
 ENSG00000272347_rna 
 ENSG00000272356_rna 
 ENSG00000272360_rna 
 ENSG00000272361_rna 
 ENSG00000272367_rna 
 ENSG00000272368_rna 
 ENSG00000272369_rna 
 ENSG00000272370_rna 
 ENSG00000272374_rna 
 ENSG00000272375_rna 
 ENSG00000272382_rna 
 ENSG00000272384_rna 
 ENSG00000272386_rna 
 ENSG00000272391_rna 
 ENSG00000272398_rna 
 ENSG00000272402_rna 
 ENSG00000272405_rna 
 ENSG00000272416_rna 
 ENSG00000272417_rna 
 ENSG00000272419_rna 
 ENSG00000272420_rna 
 ENSG00000272425_rna 
 ENSG00000272432_rna 
 ENSG00000272434_rna 
 ENSG00000272438_rna 
 ENSG00000272440_rna 
 ENSG00000272442_rna 
 ENSG00000272444_rna 
 ENSG00000272447_rna 
 ENSG00000272449_rna 
 ENSG00000272455_rna 
 ENSG00000272459_rna 
 ENSG00000272462_rna 
 ENSG00000272463_rna 
 ENSG00000272465_rna 
 ENSG00000272468_rna 
 ENSG00000272476_rna 
 ENSG00000272482_rna 
 ENSG00000272486_rna 
 ENSG00000272491_rna 
 ENSG00000272501_rna 
 ENSG00000272502_rna 
 ENSG00000272505_rna 
 ENSG00000272508_rna 
 ENSG00000272509_rna 
 ENSG00000272512_rna 
 ENSG00000272518_rna 
 ENSG00000272523_rna 
 ENSG00000272525_rna 
 ENSG00000272529_rna 
 ENSG00000272540_rna 
 ENSG00000272556_rna 
 ENSG00000272564_rna 
 ENSG00000272567_rna 
 ENSG00000272568_rna 
 ENSG00000272572_rna 
 ENSG00000272574_rna 
 ENSG00000272576_rna 
 ENSG00000272578_rna 
 ENSG00000272579_rna 
 ENSG00000272583_rna 
 ENSG00000272588_rna 
 ENSG00000272599_rna 
 ENSG00000272602_rna 
 ENSG00000272604_rna 
 ENSG00000272606_rna 
 ENSG00000272610_rna 
 ENSG00000272620_rna 
 ENSG00000272622_rna 
 ENSG00000272626_rna 
 ENSG00000272630_rna 
 ENSG00000272631_rna 
 ENSG00000272636_rna 
 ENSG00000272644_rna 
 ENSG00000272645_rna 
 ENSG00000272654_rna 
 ENSG00000272655_rna 
 ENSG00000272662_rna 
 ENSG00000272663_rna 
 ENSG00000272666_rna 
 ENSG00000272667_rna 
 ENSG00000272668_rna 
 ENSG00000272669_rna 
 ENSG00000272674_rna 
 ENSG00000272677_rna 
 ENSG00000272686_rna 
 ENSG00000272690_rna 
 ENSG00000272692_rna 
 ENSG00000272695_rna 
 ENSG00000272696_rna 
 ENSG00000272701_rna 
 ENSG00000272702_rna 
 ENSG00000272707_rna 
 ENSG00000272710_rna 
 ENSG00000272711_rna 
 ENSG00000272716_rna 
 ENSG00000272717_rna 
 ENSG00000272720_rna 
 ENSG00000272721_rna 
 ENSG00000272727_rna 
 ENSG00000272729_rna 
 ENSG00000272732_rna 
 ENSG00000272733_rna 
 ENSG00000272734_rna 
 ENSG00000272744_rna 
 ENSG00000272750_rna 
 ENSG00000272752_rna 
 ENSG00000272758_rna 
 ENSG00000272760_rna 
 ENSG00000272763_rna 
 ENSG00000272764_rna 
 ENSG00000272767_rna 
 ENSG00000272768_rna 
 ENSG00000272777_rna 
 ENSG00000272779_rna 
 ENSG00000272787_rna 
 ENSG00000272788_rna 
 ENSG00000272789_rna 
 ENSG00000272791_rna 
 ENSG00000272800_rna 
 ENSG00000272807_rna 
 ENSG00000272808_rna 
 ENSG00000272812_rna 
 ENSG00000272821_rna 
 ENSG00000272824_rna 
 ENSG00000272825_rna 
 ENSG00000272829_rna 
 ENSG00000272831_rna 
 ENSG00000272836_rna 
 ENSG00000272841_rna 
 ENSG00000272842_rna 
 ENSG00000272844_rna 
 ENSG00000272848_rna 
 ENSG00000272849_rna 
 ENSG00000272853_rna 
 ENSG00000272858_rna 
 ENSG00000272861_rna 
 ENSG00000272864_rna 
 ENSG00000272870_rna 
 ENSG00000272871_rna 
 ENSG00000272872_rna 
 ENSG00000272885_rna 
 ENSG00000272886_rna 
 ENSG00000272888_rna 
 ENSG00000272892_rna 
 ENSG00000272894_rna 
 ENSG00000272899_rna 
 ENSG00000272902_rna 
 ENSG00000272905_rna 
 ENSG00000272906_rna 
 ENSG00000272908_rna 
 ENSG00000272909_rna 
 ENSG00000272910_rna 
 ENSG00000272913_rna 
 ENSG00000272914_rna 
 ENSG00000272916_rna 
 ENSG00000272918_rna 
 ENSG00000272927_rna 
 ENSG00000272931_rna 
 ENSG00000272933_rna 
 ENSG00000272941_rna 
 ENSG00000272944_rna 
 ENSG00000272945_rna 
 ENSG00000272948_rna 
 ENSG00000272953_rna 
 ENSG00000272954_rna 
 ENSG00000272970_rna 
 ENSG00000272977_rna 
 ENSG00000272979_rna 
 ENSG00000272983_rna 
 ENSG00000272986_rna 
 ENSG00000272989_rna 
 ENSG00000272990_rna 
 ENSG00000272994_rna 
 ENSG00000273000_rna 
 ENSG00000273001_rna 
 ENSG00000273002_rna 
 ENSG00000273004_rna 
 ENSG00000273007_rna 
 ENSG00000273008_rna 
 ENSG00000273010_rna 
 ENSG00000273014_rna 
 ENSG00000273015_rna 
 ENSG00000273017_rna 
 ENSG00000273018_rna 
 ENSG00000273026_rna 
 ENSG00000273027_rna 
 ENSG00000273032_rna 
 ENSG00000273033_rna 
 ENSG00000273036_rna 
 ENSG00000273038_rna 
 ENSG00000273045_rna 
 ENSG00000273055_rna 
 ENSG00000273058_rna 
 ENSG00000273061_rna 
 ENSG00000273062_rna 
 ENSG00000273064_rna 
 ENSG00000273066_rna 
 ENSG00000273076_rna 
 ENSG00000273079_rna 
 ENSG00000273080_rna 
 ENSG00000273084_rna 
 ENSG00000273091_rna 
 ENSG00000273096_rna 
 ENSG00000273100_rna 
 ENSG00000273107_rna 
 ENSG00000273108_rna 
 ENSG00000273113_rna 
 ENSG00000273117_rna 
 ENSG00000273118_rna 
 ENSG00000273129_rna 
 ENSG00000273132_rna 
 ENSG00000273136_rna 
 ENSG00000273137_rna 
 ENSG00000273139_rna 
 ENSG00000273142_rna 
 ENSG00000273143_rna 
 ENSG00000273145_rna 
 ENSG00000273148_rna 
 ENSG00000273151_rna 
 ENSG00000273154_rna 
 ENSG00000273156_rna 
 ENSG00000273160_rna 
 ENSG00000273162_rna 
 ENSG00000273173_rna 
 ENSG00000273174_rna 
 ENSG00000273179_rna 
 ENSG00000273181_rna 
 ENSG00000273183_rna 
 ENSG00000273186_rna 
 ENSG00000273188_rna 
 ENSG00000273192_rna 
 ENSG00000273199_rna 
 ENSG00000273203_rna 
 ENSG00000273209_rna 
 ENSG00000273210_rna 
 ENSG00000273212_rna 
 ENSG00000273216_rna 
 ENSG00000273218_rna 
 ENSG00000273226_rna 
 ENSG00000273230_rna 
 ENSG00000273237_rna 
 ENSG00000273243_rna 
 ENSG00000273247_rna 
 ENSG00000273249_rna 
 ENSG00000273252_rna 
 ENSG00000273253_rna 
 ENSG00000273257_rna 
 ENSG00000273261_rna 
 ENSG00000273265_rna 
 ENSG00000273270_rna 
 ENSG00000273271_rna 
 ENSG00000273272_rna 
 ENSG00000273274_rna 
 ENSG00000273284_rna 
 ENSG00000273287_rna 
 ENSG00000273291_rna 
 ENSG00000273295_rna 
 ENSG00000273297_rna 
 ENSG00000273301_rna 
 ENSG00000273305_rna 
 ENSG00000273306_rna 
 ENSG00000273308_rna 
 ENSG00000273311_rna 
 ENSG00000273314_rna 
 ENSG00000273320_rna 
 ENSG00000273328_rna 
 ENSG00000273329_rna 
 ENSG00000273335_rna 
 ENSG00000273338_rna 
 ENSG00000273340_rna 
 ENSG00000273341_rna 
 ENSG00000273343_rna 
 ENSG00000273344_rna 
 ENSG00000273355_rna 
 ENSG00000273356_rna 
 ENSG00000273361_rna 
 ENSG00000273366_rna 
 ENSG00000273367_rna 
 ENSG00000273368_rna 
 ENSG00000273369_rna 
 ENSG00000273373_rna 
 ENSG00000273374_rna 
 ENSG00000273375_rna 
 ENSG00000273381_rna 
 ENSG00000273382_rna 
 ENSG00000273387_rna 
 ENSG00000273388_rna 
 ENSG00000273391_rna 
 ENSG00000273399_rna 
 ENSG00000273402_rna 
 ENSG00000273416_rna 
 ENSG00000273424_rna 
 ENSG00000273432_rna 
 ENSG00000273437_rna 
 ENSG00000273443_rna 
 ENSG00000273445_rna 
 ENSG00000273447_rna 
 ENSG00000273448_rna 
 ENSG00000273449_rna 
 ENSG00000273456_rna 
 ENSG00000273466_rna 
 ENSG00000273472_rna 
 ENSG00000273473_rna 
 ENSG00000273478_rna 
 ENSG00000273483_rna 
 ENSG00000273486_rna 
 ENSG00000273487_rna 
 ENSG00000273542_rna 
 ENSG00000273559_rna 
 ENSG00000273568_rna 
 ENSG00000273576_rna 
 ENSG00000273599_rna 
 ENSG00000273604_rna 
 ENSG00000273611_rna 
 ENSG00000273619_rna 
 ENSG00000273654_rna 
 ENSG00000273669_rna 
 ENSG00000273680_rna 
 ENSG00000273702_rna 
 ENSG00000273706_rna 
 ENSG00000273723_rna 
 ENSG00000273724_rna 
 ENSG00000273729_rna 
 ENSG00000273733_rna 
 ENSG00000273747_rna 
 ENSG00000273749_rna 
 ENSG00000273759_rna 
 ENSG00000273760_rna 
 ENSG00000273771_rna 
 ENSG00000273783_rna 
 ENSG00000273784_rna 
 ENSG00000273796_rna 
 ENSG00000273802_rna 
 ENSG00000273812_rna 
 ENSG00000273820_rna 
 ENSG00000273821_rna 
 ENSG00000273837_rna 
 ENSG00000273840_rna 
 ENSG00000273841_rna 
 ENSG00000273853_rna 
 ENSG00000273888_rna 
 ENSG00000273891_rna 
 ENSG00000273893_rna 
 ENSG00000273899_rna 
 ENSG00000273901_rna 
 ENSG00000273906_rna 
 ENSG00000273951_rna 
 ENSG00000273972_rna 
 ENSG00000273982_rna 
 ENSG00000273983_rna 
 ENSG00000273987_rna 
 ENSG00000274002_rna 
 ENSG00000274012_rna 
 ENSG00000274020_rna 
 ENSG00000274021_rna 
 ENSG00000274026_rna 
 ENSG00000274038_rna 
 ENSG00000274051_rna 
 ENSG00000274070_rna 
 ENSG00000274092_rna 
 ENSG00000274104_rna 
 ENSG00000274105_rna 
 ENSG00000274114_rna 
 ENSG00000274139_rna 
 ENSG00000274172_rna 
 ENSG00000274173_rna 
 ENSG00000274180_rna 
 ENSG00000274184_rna 
 ENSG00000274191_rna 
 ENSG00000274204_rna 
 ENSG00000274211_rna 
 ENSG00000274213_rna 
 ENSG00000274214_rna 
 ENSG00000274220_rna 
 ENSG00000274225_rna 
 ENSG00000274227_rna 
